"snapshot_date","team","roster_date","kbo_player_id","name","position_group","uniform_number","source_url"
"2025-10-31","SSG 랜더스","2025-10-04","51897","조병현","P","19","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","SSG 랜더스","2025-10-04","68856","최민준","P","30","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","SSG 랜더스","2025-10-04","68092","한두솔","P","34","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","66112","김기연","C","45","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","51298","박성재","C","15","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","76232","양의지","C","25","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","63123","강승호","IF","23","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","64468","박계범","IF","14","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","55252","박준순","IF","52","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","50204","박지훈","IF","37","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","51203","안재석","IF","62","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","64153","양석환","IF","53","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","50208","오명진","IF","6","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","67207","이유찬","IF","13","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","53554","김민석","OF","2","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","63257","김인태","OF","33","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","78224","김재환","OF","32","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","79231","정수빈","OF","31","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","66209","조수행","OF","51","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","55208","케이브","OF","8","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","72523","고효준","P","35","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","68220","곽빈","P","47","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","54263","김택연","P","63","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","68249","박신지","P","49","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","65639","박정수","P","12","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","67266","박치국","P","1","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","52202","윤태호","P","65","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","52204","이병헌","P","29","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","66291","이영하","P","50","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","55239","잭로그","P","39","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","51264","최승용","P","28","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","67263","최원준","P","61","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","53259","최준호","P","41","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","52206","최지강","P","42","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","55257","콜어빈","P","57","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","두산 베어스","2025-09-30","61643","홍건희","P","17","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","54506","강승구","C","39","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","51528","손성빈","C","28","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","68518","정보근","C","42","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","69517","고승민","IF","2","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","77564","김민성","IF","16","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","51551","나승엽","IF","51","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","62931","노진혁","IF","52","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","62802","박승욱","IF","53","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","55530","박찬형","IF","60","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","50150","손호영","IF","33","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","54598","이호준","IF","30","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","68205","전민재","IF","13","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","60523","정훈","IF","9","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","52568","한태양","IF","6","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","52504","김동혁","OF","50","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","54529","레이예스","OF","29","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","68507","장두성","OF","7","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","78513","전준우","OF","8","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","50500","황성빈","OF","0","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","55532","감보아","P","32","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","63543","구승민","P","22","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","65522","김강현","P","19","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","62528","김원중","P","34","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","76430","김태혁","P","24","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","54503","박준우","P","58","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","69594","박진","P","44","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","55526","벨라스케즈","P","26","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","51594","송재영","P","59","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","67588","윤성빈","P","55","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","51546","정우준","P","46","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","68242","정철원","P","65","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","54537","정현수","P","57","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","롯데 자이언츠","2025-09-30","50556","최준용","P","56","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","74540","강민호","C","47","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","65132","김재성","C","2","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","69428","이병헌","C","23","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","52430","김영웅","IF","30","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","54400","디아즈","IF","0","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","62234","류지혁","IF","16","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","75125","박병호","IF","52","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","55438","심재훈","IF","38","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","54408","양도근","IF","68","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","52415","이재현","IF","7","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","69416","이해승","IF","56","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","65586","전병우","IF","34","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","62404","구자욱","OF","5","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","67449","김성윤","OF","39","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","52424","김재혁","OF","8","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","50458","김지찬","OF","58","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","61404","김헌곤","OF","32","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","66409","이성규","OF","13","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","67005","홍현빈","OF","63","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","55455","배찬승","P","55","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","68415","양창섭","P","42","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","61268","양현","P","19","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","54404","육선엽","P","4","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","50464","이승민","P","28","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","60146","이승현","P","20","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","63492","이재익","P","26","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","53455","이호성","P","1","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","78352","임창민","P","45","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","65320","최원태","P","3","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","66451","최충연","P","51","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","삼성 라이온즈","2025-10-04","50430","홍원표","P","65","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","53312","김건희","C","12","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","53344","김동헌","C","47","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55371","권혁빈","IF","71","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","65357","송성문","IF","24","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55392","어준서","IF","92","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55393","여동욱","IF","93","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55339","염승원","IF","39","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","78756","오선진","IF","60","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","75566","이원석","IF","17","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55397","전태현","IF","97","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","52305","박수종","OF","14","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","50357","박주홍","OF","57","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","50167","이주형","OF","2","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","78135","이형종","OF","36","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","64346","임병욱","OF","6","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","64340","임지열","OF","29","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","69332","주성원","OF","25","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","53164","김동규","P","99","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","66018","김선기","P","49","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","67828","김성민","P","8","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","54368","김연주","P","68","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55342","메르세데스","P","42","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","53301","박윤성","P","35","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","69328","박주성","P","0","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","68341","안우진","P","41","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","69045","알칸타라","P","54","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","67116","오석주","P","31","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","76118","원종현","P","46","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","52395","윤석원","P","95","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","55313","정현우","P","13","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","키움 히어로즈","2025-09-30","69360","조영건","P","20","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","76812","이재원","C","20","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","78288","최재훈","C","13","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","52764","허인서","C","59","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","52769","권광민","IF","17","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","69737","노시환","IF","8","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","53764","문현빈","IF","51","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","64006","심우준","IF","2","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","65703","이도윤","IF","7","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","79192","채은성","IF","22","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","62700","하주석","IF","16","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","54795","황영묵","IF","95","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","66704","김태연","OF","25","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","55703","리베라토","OF","0","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","77532","손아섭","OF","31","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","68700","이원석","OF","50","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","66657","이진영","OF","10","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","50707","최인호","OF","41","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","50705","강재민","P","39","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","65769","김범수","P","47","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","53754","김서현","P","44","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","63765","김종수","P","38","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","52701","문동주","P","1","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","67703","박상원","P","58","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","52731","박준영","P","96","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","65056","엄상백","P","11","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","54755","와이스","P","55","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","69213","윤산흠","P","49","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","55743","정우주","P","43","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","54768","조동욱","P","68","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","65707","주현상","P","66","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","55730","폰세","P","30","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","61666","한승혁","P","26","https://www.koreabaseball.com/Player/RegisterAll.aspx"
"2025-10-31","한화 이글스","2025-10-03","54729","황준서","P","29","https://www.koreabaseball.com/Player/RegisterAll.aspx"
