"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","AVG","G","PA","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","SLG","OBP","E","OPS"
"2025","50054","KBO-50054","LG 트윈스","천성호","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50054","0.396","15","61","53","13","21","5","0","1","29","11","1","2","6","1","15","1","0.547","0.459","1","1.006"
"2025","50066","KBO-50066","KT 위즈","강현우","C","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50066","0.320","40","122","103","19","33","5","0","4","50","20","0","1","19","0","15","3","0.485","0.426","0","0.911"
"2025","50092","KBO-50092","KT 위즈","윤준혁","IF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50092","0.318","62","252","214","38","68","13","1","5","98","45","16","2","31","2","39","5","0.458","0.401","5","0.859"
"2025","50108","KBO-50108","LG 트윈스","함창건","OF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50108","0.313","76","292","252","39","79","13","1","6","112","59","1","1","35","2","48","2","0.444","0.397","2","0.841"
"2025","50150","KBO-50150","롯데 자이언츠","손호영","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50150","0.500","3","11","10","1","5","1","0","0","6","4","0","0","0","0","2","0","0.600","0.455","1","1.055"
"2025","50167","KBO-50167","키움 히어로즈","이주형","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50167","0.625","3","12","8","2","5","0","0","0","5","4","1","0","4","0","1","0","0.625","0.750","0","1.375"
"2025","50204","KBO-50204","두산 베어스","박지훈","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50204","0.293","46","156","133","25","39","2","1","2","49","16","7","4","16","0","20","3","0.368","0.364","3","0.732"
"2025","50208","KBO-50208","두산 베어스","오명진","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50208","0.200","8","23","20","2","4","0","0","0","4","1","0","0","3","0","6","1","0.200","0.304","0","0.504"
"2025","50304","KBO-50304","키움 히어로즈","김병휘","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50304","0.219","46","93","73","13","16","4","1","0","22","10","0","0","13","5","21","0","0.301","0.370","4","0.671"
"2025","50357","KBO-50357","키움 히어로즈","박주홍","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50357","0.323","18","85","62","18","20","2","0","3","31","14","5","1","20","0","11","1","0.500","0.482","0","0.982"
"2025","50458","KBO-50458","삼성 라이온즈","김지찬","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50458","0.333","3","10","9","1","3","0","1","0","5","4","0","1","1","0","1","0","0.556","0.400","0","0.956"
"2025","50500","KBO-50500","롯데 자이언츠","황성빈","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50500","0.227","7","24","22","2","5","1","0","0","6","1","0","0","2","0","4","1","0.273","0.292","0","0.565"
"2025","50600","KBO-50600","NC 다이노스","홍종표","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50600","0.362","33","122","105","25","38","6","0","1","47","14","5","3","16","0","19","0","0.448","0.446","2","0.894"
"2025","50608","KBO-50608","롯데 자이언츠","이인한","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50608","0.184","45","132","114","21","21","6","1","3","38","16","0","3","11","6","27","2","0.333","0.288","2","0.621"
"2025","50657","KBO-50657","KIA 타이거즈","박민","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50657","0.273","40","153","139","15","38","7","1","4","59","21","1","0","12","1","26","2","0.424","0.336","6","0.760"
"2025","50704","KBO-50704","한화 이글스","임종찬","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50704","0.260","46","174","154","25","40","5","1","7","68","23","4","1","13","5","44","3","0.442","0.333","1","0.775"
"2025","50707","KBO-50707","한화 이글스","최인호","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50707","0.355","9","41","31","8","11","3","0","0","14","8","1","1","7","0","3","0","0.452","0.439","0","0.891"
"2025","50709","KBO-50709","한화 이글스","박정현","IF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50709","0.305","40","135","118","23","36","7","1","5","60","26","3","0","13","0","15","0","0.508","0.366","8","0.874"
"2025","50840","KBO-50840","SSG 랜더스","현원회","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50840","0.367","66","283","229","38","84","15","1","5","116","49","2","2","43","5","36","5","0.507","0.468","4","0.975"
"2025","50848","KBO-50848","SSG 랜더스","김성민","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50848","0.143","6","10","7","1","1","0","0","0","1","1","0","0","3","0","1","0","0.143","0.400","0","0.543"
"2025","50854","KBO-50854","SSG 랜더스","최지훈","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50854","","","","","","","","","","","","","","","","","","","","",""
"2025","50868","KBO-50868","SSG 랜더스","류효승","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50868","0.322","37","140","121","24","39","10","0","7","70","28","1","0","16","2","31","3","0.579","0.407","0","0.986"
"2025","50901","KBO-50901","NC 다이노스","안인산","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50901","0.322","48","168","143","22","46","4","0","10","80","36","4","1","19","5","36","1","0.559","0.417","1","0.976"
"2025","50902","KBO-50902","NC 다이노스","김한별","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50902","0.167","23","61","54","4","9","1","0","0","10","6","0","0","6","0","5","5","0.185","0.250","3","0.435"
"2025","50903","KBO-50903","NC 다이노스","한재환","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50903","0.223","50","173","148","15","33","12","0","4","57","24","2","0","18","5","47","3","0.385","0.326","4","0.711"
"2025","50906","KBO-50906","NC 다이노스","박영빈","OF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50906","0.246","55","73","65","26","16","2","1","0","20","9","24","3","5","1","21","0","0.308","0.310","1","0.618"
"2025","50996","KBO-50996","NC 다이노스","박시원","OF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=50996","0.260","44","160","131","25","34","8","0","2","48","16","5","5","25","1","34","2","0.366","0.375","1","0.741"
"2025","51003","KBO-51003","KT 위즈","권동진","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51003","","","","","","","","","","","","","","","","","","","","",""
"2025","51005","KBO-51005","KT 위즈","김건형","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51005","0.306","65","210","173","31","53","11","1","4","78","44","5","0","33","1","42","3","0.451","0.414","1","0.865"
"2025","51007","KBO-51007","KT 위즈","최성민","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51007","0.330","32","106","88","16","29","5","1","2","42","15","3","2","14","3","15","1","0.477","0.434","0","0.911"
"2025","51013","KBO-51013","KT 위즈","유준규","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51013","0.279","53","206","172","46","48","7","3","0","61","12","14","5","31","0","39","2","0.355","0.389","2","0.744"
"2025","51100","KBO-51100","LG 트윈스","이영빈","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51100","0.281","40","155","135","25","38","7","3","2","57","24","2","2","15","1","37","3","0.422","0.351","7","0.773"
"2025","51203","KBO-51203","두산 베어스","안재석","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51203","0.333","2","9","9","2","3","1","0","0","4","0","0","0","0","0","0","0","0.444","0.333","0","0.777"
"2025","51269","KBO-51269","두산 베어스","강현구","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51269","0.242","31","118","99","25","24","6","0","3","39","18","3","1","15","3","37","0","0.394","0.356","0","0.750"
"2025","51298","KBO-51298","두산 베어스","박성재","C","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51298","0.273","47","127","110","19","30","7","0","6","55","18","2","0","11","1","19","1","0.500","0.336","6","0.836"
"2025","51302","KBO-51302","키움 히어로즈","이주형","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51302","0.229","52","158","140","16","32","6","0","1","41","19","1","0","17","0","35","3","0.293","0.310","6","0.603"
"2025","51344","KBO-51344","NC 다이노스","김휘집","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51344","0.167","2","8","6","1","1","0","0","0","1","2","0","0","0","0","3","0","0.167","0.125","0","0.292"
"2025","51407","KBO-51407","삼성 라이온즈","이창용","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51407","0.315","84","333","289","53","91","18","1","19","168","63","3","0","34","7","75","4","0.581","0.396","7","0.977"
"2025","51528","KBO-51528","롯데 자이언츠","손성빈","C","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51528","0.319","33","106","91","16","29","1","0","3","39","18","2","2","12","3","13","2","0.429","0.415","2","0.844"
"2025","51551","KBO-51551","롯데 자이언츠","나승엽","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51551","0.300","8","37","30","10","9","1","0","0","10","4","0","0","5","0","6","0","0.333","0.378","0","0.711"
"2025","51762","KBO-51762","한화 이글스","장규현","C","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51762","0.376","84","256","213","45","80","18","0","4","110","44","0","2","38","3","37","5","0.516","0.473","4","0.989"
"2025","51764","KBO-51764","한화 이글스","정민규","IF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51764","0.272","81","285","239","42","65","13","0","9","105","33","1","0","39","4","49","11","0.439","0.382","12","0.821"
"2025","51860","KBO-51860","SSG 랜더스","박정빈","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51860","0.321","61","108","84","29","27","4","2","1","38","19","8","0","19","2","14","2","0.452","0.444","2","0.896"
"2025","51865","KBO-51865","SSG 랜더스","조형우","C","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51865","0.091","3","11","11","1","1","0","0","0","1","2","0","0","0","0","3","0","0.091","0.091","0","0.182"
"2025","51868","KBO-51868","SSG 랜더스","고명준","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51868","0.357","4","16","14","4","5","1","0","1","9","4","0","0","1","0","2","0","0.643","0.375","0","1.018"
"2025","51903","KBO-51903","NC 다이노스","김정호","C","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51903","0.238","57","148","126","13","30","7","1","3","48","24","1","0","10","7","42","0","0.381","0.322","7","0.703"
"2025","51907","KBO-51907","NC 다이노스","김주원","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51907","","","","","","","","","","","","","","","","","","","","",""
"2025","51996","KBO-51996","NC 다이노스","오태양","IF","NC","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=51996","0.283","70","220","180","37","51","6","1","5","74","33","14","4","31","5","36","6","0.411","0.395","4","0.806"
"2025","52001","KBO-52001","KT 위즈","안현민","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52001","0.426","19","86","68","23","29","6","0","5","50","18","3","3","16","1","9","1","0.735","0.535","1","1.270"
"2025","52002","KBO-52002","KT 위즈","김병준","OF","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52002","0.306","66","201","180","37","55","6","3","2","73","26","19","4","16","1","27","4","0.406","0.362","0","0.768"
"2025","52103","KBO-52103","LG 트윈스","최원영","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52103","","","","","","","","","","","","","","","","","","","","",""
"2025","52105","KBO-52105","LG 트윈스","김성우","C","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52105","0.353","54","168","136","26","48","8","2","1","63","28","0","1","23","5","13","4","0.463","0.461","4","0.924"
"2025","52121","KBO-52121","LG 트윈스","문정빈","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52121","0.261","54","218","184","28","48","14","2","2","72","43","1","0","27","1","38","3","0.391","0.350","4","0.741"
"2025","52154","KBO-52154","LG 트윈스","이주헌","C","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52154","","","","","","","","","","","","","","","","","","","","",""
"2025","52208","KBO-52208","두산 베어스","천현재","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52208","0.312","71","134","109","26","34","1","2","2","45","23","12","5","20","0","15","0","0.413","0.412","1","0.825"
"2025","52267","KBO-52267","두산 베어스","김동준","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52267","0.283","60","234","205","32","58","12","2","8","98","36","2","1","15","4","49","1","0.478","0.344","1","0.822"
"2025","52305","KBO-52305","키움 히어로즈","박수종","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52305","0.325","47","114","80","23","26","6","2","1","39","21","2","1","25","5","6","1","0.488","0.496","1","0.984"
"2025","52415","KBO-52415","삼성 라이온즈","이재현","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52415","","","","","","","","","","","","","","","","","","","","",""
"2025","52424","KBO-52424","삼성 라이온즈","김재혁","OF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52424","0.240","42","145","129","21","31","7","1","4","52","17","2","2","11","1","27","6","0.403","0.301","1","0.704"
"2025","52430","KBO-52430","삼성 라이온즈","김영웅","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52430","0.263","10","42","38","6","10","1","0","1","14","8","0","0","2","0","8","1","0.368","0.286","2","0.654"
"2025","52504","KBO-52504","롯데 자이언츠","김동혁","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52504","0.336","32","138","107","19","36","5","1","0","43","19","11","4","28","2","20","2","0.402","0.482","2","0.884"
"2025","52514","KBO-52514","롯데 자이언츠","김세민","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52514","0.265","67","189","170","31","45","5","3","5","71","28","7","3","17","1","29","4","0.418","0.333","12","0.751"
"2025","52516","KBO-52516","롯데 자이언츠","조세진","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52516","0.277","54","218","184","35","51","7","1","7","81","31","4","2","30","3","42","2","0.440","0.385","1","0.825"
"2025","52568","KBO-52568","롯데 자이언츠","한태양","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52568","0.386","11","51","44","12","17","3","1","2","28","13","5","0","6","0","7","0","0.636","0.451","0","1.087"
"2025","52591","KBO-52591","롯데 자이언츠","윤동희","OF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52591","0.452","15","57","42","10","19","1","0","3","29","7","1","0","13","1","6","1","0.690","0.579","1","1.269"
"2025","52605","KBO-52605","KIA 타이거즈","김도영","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52605","0.500","1","2","2","0","1","1","0","0","2","1","0","0","0","0","0","0","1.000","0.500","0","1.500"
"2025","52667","KBO-52667","KIA 타이거즈","윤도현","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52667","0.246","24","83","69","16","17","2","0","1","22","9","0","0","11","2","13","2","0.319","0.361","4","0.680"
"2025","52704","KBO-52704","한화 이글스","이상혁","OF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52704","0.265","34","104","83","22","22","2","2","0","28","9","10","5","20","0","19","0","0.337","0.404","0","0.741"
"2025","52764","KBO-52764","한화 이글스","허인서","C","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52764","0.288","42","136","125","17","36","10","0","9","73","32","0","0","9","0","21","4","0.584","0.331","2","0.915"
"2025","52769","KBO-52769","한화 이글스","권광민","IF","한화","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52769","0.254","20","63","59","10","15","2","0","2","23","11","1","1","4","0","16","1","0.390","0.302","0","0.692"
"2025","52803","KBO-52803","SSG 랜더스","김태윤","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52803","0.200","32","75","55","13","11","0","0","0","11","9","6","4","12","7","10","0","0.200","0.405","2","0.605"
"2025","52804","KBO-52804","SSG 랜더스","석정우","IF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52804","0.323","46","194","164","35","53","12","1","3","76","30","7","4","26","1","25","5","0.463","0.415","8","0.878"
"2025","52807","KBO-52807","SSG 랜더스","임근우","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=52807","0.339","67","203","165","36","56","13","0","2","75","35","9","4","22","14","33","3","0.455","0.453","2","0.908"
"2025","53123","KBO-53123","LG 트윈스","오스틴","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53123","0.250","1","4","4","1","1","0","0","0","1","0","0","0","0","0","0","0","0.250","0.250","0","0.500"
"2025","53144","KBO-53144","LG 트윈스","김범석","C","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53144","0.214","12","49","42","7","9","2","0","2","17","5","2","0","7","0","12","0","0.405","0.327","1","0.732"
"2025","53204","KBO-53204","두산 베어스","박민준","C","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53204","0.188","40","75","64","7","12","0","0","1","15","6","0","0","9","0","30","1","0.234","0.280","1","0.514"
"2025","53305","KBO-53305","키움 히어로즈","박성빈","C","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53305","0.181","48","80","72","13","13","0","0","2","19","9","0","0","5","3","10","3","0.264","0.263","1","0.527"
"2025","53309","KBO-53309","키움 히어로즈","서유신","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53309","0.235","65","162","132","19","31","3","0","1","37","20","5","2","23","6","26","3","0.280","0.370","7","0.650"
"2025","53312","KBO-53312","키움 히어로즈","김건희","C","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53312","0.293","15","44","41","8","12","3","0","2","21","7","0","0","3","0","9","0","0.512","0.341","1","0.853"
"2025","53344","KBO-53344","키움 히어로즈","김동헌","C","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53344","0.239","29","91","71","11","17","3","0","0","20","11","0","0","15","2","18","2","0.282","0.382","3","0.664"
"2025","53411","KBO-53411","삼성 라이온즈","박진우","C","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53411","0.307","48","89","75","11","23","5","0","0","28","9","0","1","9","3","16","0","0.373","0.393","3","0.766"
"2025","53554","KBO-53554","두산 베어스","김민석","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53554","0.324","21","85","68","19","22","3","0","2","31","7","3","3","14","1","13","3","0.456","0.446","1","0.902"
"2025","53659","KBO-53659","KIA 타이거즈","정해원","IF","KIA","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53659","0.362","51","220","188","43","68","17","0","4","97","26","5","4","24","4","39","4","0.516","0.436","1","0.952"
"2025","53764","KBO-53764","한화 이글스","문현빈","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53764","","","","","","","","","","","","","","","","","","","","",""
"2025","53827","KBO-53827","SSG 랜더스","에레디아","OF","SSG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=53827","0.111","5","19","18","2","2","0","0","0","2","1","0","0","1","0","5","0","0.111","0.158","0","0.269"
"2025","54097","KBO-54097","KT 위즈","김민석","C","KT","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54097","0.306","54","161","147","15","45","10","0","3","64","20","0","0","12","1","25","7","0.435","0.363","2","0.798"
"2025","54156","KBO-54156","LG 트윈스","손용준","IF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54156","0.338","81","324","281","64","95","14","3","2","121","33","21","8","25","16","45","4","0.431","0.420","7","0.851"
"2025","54166","KBO-54166","LG 트윈스","김현종","OF","LG","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54166","0.311","35","120","106","20","33","6","0","0","39","8","2","4","11","1","22","2","0.368","0.381","1","0.749"
"2025","54205","KBO-54205","두산 베어스","여동건","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54205","0.236","51","183","165","28","39","6","4","0","53","19","6","1","16","1","32","3","0.321","0.308","11","0.629"
"2025","54214","KBO-54214","두산 베어스","전다민","OF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54214","0.320","65","202","172","33","55","11","2","2","76","25","9","4","24","1","24","1","0.442","0.402","0","0.844"
"2025","54219","KBO-54219","두산 베어스","류현준","C","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54219","0.357","33","100","84","19","30","5","0","4","47","16","0","1","12","2","7","1","0.560","0.444","3","1.004"
"2025","54236","KBO-54236","두산 베어스","임종성","IF","두산","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54236","0.274","26","95","84","10","23","7","1","1","35","13","0","0","4","3","11","4","0.417","0.323","5","0.740"
"2025","54305","KBO-54305","키움 히어로즈","이재상","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54305","0.178","52","111","101","16","18","8","0","2","32","11","0","1","7","3","23","4","0.317","0.252","4","0.569"
"2025","54307","KBO-54307","키움 히어로즈","원성준","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54307","0.308","47","171","146","27","45","8","2","2","63","15","2","0","23","0","20","1","0.432","0.402","2","0.834"
"2025","54344","KBO-54344","키움 히어로즈","고영우","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54344","0.327","73","136","107","25","35","5","0","2","46","18","1","0","25","2","20","4","0.430","0.463","5","0.893"
"2025","54394","KBO-54394","키움 히어로즈","송지후","IF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54394","0.300","53","191","160","26","48","6","1","2","62","28","3","1","22","4","24","2","0.388","0.396","13","0.784"
"2025","54400","KBO-54400","삼성 라이온즈","디아즈","IF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54400","","","","","","","","","","","","","","","","","","","","",""
"2025","54408","KBO-54408","삼성 라이온즈","양도근","IF","삼성","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54408","0.000","2","8","8","0","0","0","0","0","0","0","0","0","0","0","1","1","0.000","0.000","0","0.000"
"2025","54444","KBO-54444","키움 히어로즈","카디네스","OF","고양","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54444","0.000","1","3","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0.000","0.333","0","0.333"
"2025","54506","KBO-54506","롯데 자이언츠","강승구","C","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54506","0.222","26","54","45","8","10","2","0","1","15","6","0","0","7","1","12","2","0.333","0.340","0","0.673"
"2025","54507","KBO-54507","롯데 자이언츠","백두산","C","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54507","0.218","36","97","87","15","19","4","1","5","40","14","0","1","8","2","30","0","0.460","0.299","2","0.759"
"2025","54529","KBO-54529","롯데 자이언츠","레이예스","OF","","0","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54529","","","","","","","","","","","","","","","","","","","","",""
"2025","54598","KBO-54598","롯데 자이언츠","이호준","IF","롯데","1","https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=54598","0.242","9","37","33","5","8","0","1","0","10","2","0","0","4","0","5","1","0.303","0.324","1","0.627"
