"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","G","SBA","SB","CS","SB_PCT","OOB","PKO","source_url"
"2025","62332","KBO-62332","키움 히어로즈","김재현","C","키움","1","62","1","1","0","100","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62404","KBO-62404","삼성 라이온즈","구자욱","OF","삼성","1","142","5","4","1","80.0","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62415","KBO-62415","LG 트윈스","박해민","OF","LG","1","144","63","49","14","77.8","5","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62558","KBO-62558","LG 트윈스","김준태","C","LG","1","2","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62700","KBO-62700","한화 이글스","하주석","IF","한화","1","95","3","2","1","66.7","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62802","KBO-62802","롯데 자이언츠","박승욱","IF","롯데","1","54","2","1","1","50.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62864","KBO-62864","SSG 랜더스","김민식","C","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62884","KBO-62884","롯데 자이언츠","최항","IF","롯데","1","8","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62895","KBO-62895","SSG 랜더스","한유섬","OF","SSG","1","128","1","1","0","100","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62907","KBO-62907","NC 다이노스","박민우","IF","NC","1","117","36","28","8","77.8","8","2","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62931","KBO-62931","롯데 자이언츠","노진혁","IF","롯데","1","28","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62934","KBO-62934","SSG 랜더스","김성욱","OF","SSG","1","56","3","1","2","33.3","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","62947","KBO-62947","KIA 타이거즈","나성범","OF","KIA","1","82","0","0","0","-","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","63123","KBO-63123","두산 베어스","강승호","IF","두산","1","115","17","14","3","82.4","3","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","63202","KBO-63202","두산 베어스","장승현","C","두산","1","4","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","63257","KBO-63257","두산 베어스","김인태","OF","두산","1","106","1","0","1","0.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","63260","KBO-63260","NC 다이노스","이우성","OF","NC","1","105","3","2","1","66.7","5","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","63722","KBO-63722","KIA 타이거즈","한승택","C","KIA","1","15","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","63963","KBO-63963","NC 다이노스","권희동","OF","NC","1","136","10","5","5","50.0","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64004","KBO-64004","KT 위즈","김민혁","OF","KT","1","106","14","11","3","78.6","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64006","KBO-64006","한화 이글스","심우준","IF","한화","1","94","12","11","1","91.7","3","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64007","KBO-64007","KT 위즈","문상철","IF","KT","1","79","2","1","1","50.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64012","KBO-64012","KT 위즈","송민섭","OF","KT","1","3","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64022","KBO-64022","NC 다이노스","안중열","C","NC","1","33","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64101","KBO-64101","NC 다이노스","한석현","OF","NC","1","61","2","1","1","50.0","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64115","KBO-64115","KT 위즈","장준원","IF","KT","1","73","0","0","0","-","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64153","KBO-64153","두산 베어스","양석환","IF","두산","1","72","1","1","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64166","KBO-64166","KT 위즈","배정대","OF","KT","1","99","9","6","3","66.7","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64340","KBO-64340","키움 히어로즈","임지열","OF","키움","1","102","19","13","6","68.4","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64346","KBO-64346","키움 히어로즈","임병욱","OF","키움","1","52","1","1","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64468","KBO-64468","두산 베어스","박계범","IF","두산","1","94","4","3","1","75.0","5","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64504","KBO-64504","KT 위즈","오윤석","IF","KT","1","77","0","0","0","-","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64560","KBO-64560","KIA 타이거즈","이창진","OF","KIA","1","37","2","0","2","0.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64610","KBO-64610","삼성 라이온즈","강한울","IF","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64646","KBO-64646","KIA 타이거즈","박찬호","IF","KIA","1","134","33","27","6","81.8","5","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64793","KBO-64793","LG 트윈스","김민수","IF","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","64984","KBO-64984","키움 히어로즈","김태진","IF","키움","1","94","2","1","1","50.0","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65040","KBO-65040","삼성 라이온즈","김태훈","OF","삼성","1","51","1","1","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65115","KBO-65115","LG 트윈스","안익훈","OF","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65132","KBO-65132","삼성 라이온즈","김재성","C","삼성","1","43","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65207","KBO-65207","LG 트윈스","신민재","IF","LG","1","135","24","15","9","62.5","4","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65269","KBO-65269","두산 베어스","김민혁","IF","두산","1","10","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65357","KBO-65357","키움 히어로즈","송성문","IF","키움","1","144","27","25","2","92.6","6","2","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65464","KBO-65464","KIA 타이거즈","최정용","IF","KIA","1","4","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65586","KBO-65586","삼성 라이온즈","전병우","IF","삼성","1","59","1","1","0","100","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65610","KBO-65610","KIA 타이거즈","황대인","IF","KIA","1","18","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65653","KBO-65653","KIA 타이거즈","김호령","OF","KIA","1","105","13","12","1","92.3","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65703","KBO-65703","한화 이글스","이도윤","IF","한화","1","113","1","1","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65898","KBO-65898","키움 히어로즈","김웅빈","IF","키움","1","10","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","65905","KBO-65905","LG 트윈스","최승민","OF","LG","1","19","3","1","2","33.3","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66108","KBO-66108","LG 트윈스","홍창기","OF","LG","1","51","3","3","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66112","KBO-66112","두산 베어스","김기연","C","두산","1","100","1","1","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66162","KBO-66162","LG 트윈스","김주성","IF","LG","1","16","2","0","2","0.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66209","KBO-66209","두산 베어스","조수행","OF","두산","1","108","37","30","7","81.1","3","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66233","KBO-66233","두산 베어스","홍성호","OF","두산","1","9","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66354","KBO-66354","KIA 타이거즈","주효상","C","KIA","1","8","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66406","KBO-66406","삼성 라이온즈","안주형","IF","삼성","1","8","1","0","1","0.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66409","KBO-66409","삼성 라이온즈","이성규","OF","삼성","1","68","4","2","2","50.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66606","KBO-66606","NC 다이노스","최원준","OF","NC","1","126","34","26","8","76.5","7","3","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66614","KBO-66614","KIA 타이거즈","김규성","IF","KIA","1","133","7","5","2","71.4","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66657","KBO-66657","한화 이글스","이진영","OF","한화","1","115","5","1","4","20.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66662","KBO-66662","SSG 랜더스","신범수","C","SSG","1","29","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66704","KBO-66704","한화 이글스","김태연","OF","한화","1","120","8","5","3","62.5","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66706","KBO-66706","KT 위즈","장진혁","OF","KT","1","86","1","1","0","100","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66707","KBO-66707","한화 이글스","박상언","C","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66715","KBO-66715","한화 이글스","김인환","IF","한화","1","10","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66838","KBO-66838","키움 히어로즈","김동엽","OF","키움","1","9","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66864","KBO-66864","SSG 랜더스","안상현","IF","SSG","1","102","23","17","6","73.9","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66917","KBO-66917","SSG 랜더스","김찬형","IF","SSG","1","44","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66928","KBO-66928","두산 베어스","박준영","IF","두산","1","41","3","3","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","66965","KBO-66965","NC 다이노스","도태훈","IF","NC","1","61","3","3","0","100","1","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67005","KBO-67005","삼성 라이온즈","홍현빈","OF","삼성","1","32","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67006","KBO-67006","KT 위즈","안치영","OF","KT","1","47","2","0","2","0.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67207","KBO-67207","두산 베어스","이유찬","IF","두산","1","89","14","12","2","85.7","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67449","KBO-67449","삼성 라이온즈","김성윤","OF","삼성","1","127","33","26","7","78.8","8","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67609","KBO-67609","KIA 타이거즈","박정우","OF","KIA","1","53","3","2","1","66.7","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67610","KBO-67610","KIA 타이거즈","김석환","OF","KIA","1","47","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67644","KBO-67644","KT 위즈","이정훈","OF","KT","1","59","1","0","1","0.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67807","KBO-67807","SSG 랜더스","이정범","OF","SSG","1","3","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67893","KBO-67893","SSG 랜더스","박성한","IF","SSG","1","127","11","5","6","45.5","4","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67900","KBO-67900","SSG 랜더스","김수윤","IF","SSG","1","7","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","67905","KBO-67905","NC 다이노스","천재환","OF","NC","1","129","20","15","5","75.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68050","KBO-68050","KT 위즈","강백호","C","KT","1","95","6","2","4","33.3","1","2","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68089","KBO-68089","KT 위즈","조대현","C","KT","1","64","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68110","KBO-68110","LG 트윈스","송찬의","OF","LG","1","66","4","2","2","50.0","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68119","KBO-68119","LG 트윈스","문성주","OF","LG","1","135","7","4","3","57.1","8","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68205","KBO-68205","롯데 자이언츠","전민재","IF","롯데","1","101","6","3","3","50.0","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68305","KBO-68305","키움 히어로즈","변상권","OF","키움","1","12","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68362","KBO-68362","두산 베어스","추재현","OF","두산","1","34","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68407","KBO-68407","삼성 라이온즈","공민규","IF","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68463","KBO-68463","삼성 라이온즈","윤정빈","OF","삼성","1","25","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68504","KBO-68504","KT 위즈","이호연","IF","KT","1","32","0","0","0","-","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68507","KBO-68507","롯데 자이언츠","장두성","OF","롯데","1","118","22","17","5","77.3","5","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68518","KBO-68518","롯데 자이언츠","정보근","C","롯데","1","93","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68646","KBO-68646","KIA 타이거즈","한준수","C","KIA","1","103","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68700","KBO-68700","한화 이글스","이원석","OF","한화","1","129","25","22","3","88.0","3","3","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68868","KBO-68868","SSG 랜더스","최준우","IF","SSG","1","78","2","2","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68904","KBO-68904","NC 다이노스","오영수","IF","NC","1","67","5","3","2","60.0","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","68912","KBO-68912","NC 다이노스","김형준","C","NC","1","127","3","3","0","100","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69056","KBO-69056","KT 위즈","박민석","IF","KT","1","19","1","0","1","0.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69064","KBO-69064","KT 위즈","강민성","IF","KT","1","25","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69100","KBO-69100","LG 트윈스","구본혁","IF","LG","1","131","15","10","5","66.7","2","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69102","KBO-69102","LG 트윈스","문보경","IF","LG","1","141","4","3","1","75.0","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69105","KBO-69105","LG 트윈스","김성진","IF","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69203","KBO-69203","NC 다이노스","송승환","OF","NC","1","13","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69207","KBO-69207","삼성 라이온즈","김태근","OF","삼성","1","11","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69238","KBO-69238","두산 베어스","김대한","OF","두산","1","16","1","0","1","0.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69332","KBO-69332","키움 히어로즈","주성원","OF","키움","1","58","4","4","0","100","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69403","KBO-69403","삼성 라이온즈","양우현","IF","삼성","1","14","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69416","KBO-69416","삼성 라이온즈","이해승","IF","삼성","1","8","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69418","KBO-69418","삼성 라이온즈","박승규","OF","삼성","1","64","9","5","4","55.6","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69428","KBO-69428","삼성 라이온즈","이병헌","C","삼성","1","55","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69442","KBO-69442","삼성 라이온즈","김도환","C","삼성","1","6","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69508","KBO-69508","롯데 자이언츠","신윤후","IF","롯데","1","12","1","1","0","100","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69517","KBO-69517","롯데 자이언츠","고승민","IF","롯데","1","121","6","5","1","83.3","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69636","KBO-69636","KIA 타이거즈","오선우","IF","KIA","1","124","2","0","2","0.0","3","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69727","KBO-69727","KIA 타이거즈","변우혁","IF","KIA","1","47","0","0","0","-","0","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69737","KBO-69737","한화 이글스","노시환","IF","한화","1","144","19","14","5","73.7","9","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69766","KBO-69766","한화 이글스","유로결","OF","한화","1","20","1","1","0","100","0","2","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69804","KBO-69804","SSG 랜더스","채현우","OF","SSG","1","41","2","2","0","100","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69813","KBO-69813","SSG 랜더스","하재훈","OF","SSG","1","18","3","1","2","33.3","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69825","KBO-69825","SSG 랜더스","김창평","OF","SSG","1","4","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69980","KBO-69980","NC 다이노스","김범준","OF","NC","1","1","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","1","91","36","30","6","83.3","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","69995","KBO-69995","NC 다이노스","서호철","IF","NC","1","103","10","7","3","70.0","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","72443","KBO-72443","KIA 타이거즈","최형우","OF","KIA","1","133","1","1","0","100","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","72457","KBO-72457","삼성 라이온즈","김민수","C","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","74163","KBO-74163","키움 히어로즈","이용규","OF","키움","1","14","1","1","0","100","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","74540","KBO-74540","삼성 라이온즈","강민호","C","삼성","1","127","4","2","2","50.0","5","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","75125","KBO-75125","삼성 라이온즈","박병호","IF","삼성","1","77","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","75334","KBO-75334","KT 위즈","오재일","IF","","0","","","","","","","","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","75566","KBO-75566","키움 히어로즈","이원석","IF","키움","1","5","0","0","0","-","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","75847","KBO-75847","SSG 랜더스","최정","IF","SSG","1","95","1","1","0","100","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","76232","KBO-76232","두산 베어스","양의지","C","두산","1","130","6","4","2","66.7","5","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","76267","KBO-76267","키움 히어로즈","최주환","IF","키움","1","120","0","0","0","-","6","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","76290","KBO-76290","LG 트윈스","김현수","OF","LG","1","140","4","4","0","100","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","76313","KBO-76313","KT 위즈","황재균","IF","KT","1","112","4","3","1","75.0","6","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","76802","KBO-76802","SSG 랜더스","김성현","IF","SSG","1","59","2","1","1","50.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","76812","KBO-76812","한화 이글스","이재원","C","한화","1","98","2","1","1","50.0","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","77532","KBO-77532","한화 이글스","손아섭","OF","한화","1","111","4","0","4","0.0","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","77564","KBO-77564","롯데 자이언츠","김민성","IF","롯데","1","96","1","0","1","0.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78122","KBO-78122","KIA 타이거즈","김태군","C","KIA","1","100","0","0","0","-","3","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78135","KBO-78135","키움 히어로즈","이형종","OF","키움","1","33","1","1","0","100","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78168","KBO-78168","KIA 타이거즈","서건창","IF","KIA","1","10","1","1","0","100","0","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78224","KBO-78224","두산 베어스","김재환","OF","두산","1","103","9","7","2","77.8","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78288","KBO-78288","한화 이글스","최재훈","C","한화","1","121","2","1","1","50.0","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78513","KBO-78513","롯데 자이언츠","전준우","OF","롯데","1","114","3","2","1","66.7","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78548","KBO-78548","KT 위즈","장성우","C","KT","1","129","1","0","1","0.0","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78603","KBO-78603","KIA 타이거즈","김선빈","IF","KIA","1","84","4","4","0","100","3","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","78756","KBO-78756","키움 히어로즈","오선진","IF","키움","1","99","0","0","0","-","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79109","KBO-79109","LG 트윈스","오지환","IF","LG","1","127","16","9","7","56.3","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79192","KBO-79192","한화 이글스","채은성","IF","한화","1","132","3","1","2","33.3","3","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79215","KBO-79215","NC 다이노스","박건우","OF","NC","1","124","10","6","4","60.0","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79231","KBO-79231","두산 베어스","정수빈","OF","두산","1","132","39","26","13","66.7","2","1","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79240","KBO-79240","KT 위즈","허경민","IF","KT","1","114","5","4","1","80.0","4","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79365","KBO-79365","LG 트윈스","박동원","C","LG","1","139","4","4","0","100","7","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79402","KBO-79402","KT 위즈","김상수","IF","KT","1","113","4","3","1","75.0","1","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79456","KBO-79456","SSG 랜더스","이지영","C","SSG","1","76","3","2","1","66.7","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
"2025","79608","KBO-79608","한화 이글스","안치홍","IF","한화","1","66","3","3","0","100","2","0","https://www.koreabaseball.com/Record/Player/Runner/Basic.aspx"
